date,price,bedrooms,bathrooms,qm_living,qm_lot,floors,waterfront,view,condition,grade,qm_above_ground,qm_basement,yr_built,yr_renovated,zipcode,yrs_since_renovation,house_age,yrs_built_ren,lat,long,qm_living15,qm_lot15,renovated
8,525000.0,6,3.0,267.561,702.347,2.0,0.0,0.0,3,7,877.824,0.0,1980,0.0,98144,0.0,35,1980.0,47.596,-122.3,136.567,168.619,0
5,780000.0,3,2.75,270.348,287.442,2.0,0.0,2.0,5,7,612.648,274.32,1939,0.0,98125,0.0,76,1939.0,47.707,-122.276,222.967,699.56,0
8,844000.0,4,3.25,287.07,6272.625,2.0,0.0,0.0,3,10,941.832,0.0,1988,0.0,98053,0.0,27,1988.0,47.667,-122.046,297.29,6110.695,0
1,680000.0,4,2.75,252.696,5021.221,2.0,0.0,0.0,3,8,829.056,0.0,1985,0.0,98072,0.0,30,1985.0,47.718,-122.089,239.69,3504.394,0
8,290000.0,3,1.5,121.703,752.514,1.0,0.0,0.0,3,7,399.288,0.0,1965,0.0,98034,0.0,50,1965.0,47.733,-122.201,123.561,752.514,0
3,560000.0,2,1.0,166.296,1466.288,1.0,0.0,0.0,4,8,414.528,131.064,1959,0.0,98117,0.0,56,1959.0,47.691,-122.387,166.296,696.215,0
6,605500.0,3,2.5,262.915,607.214,2.0,0.0,0.0,3,9,862.584,0.0,1989,0.0,98072,0.0,26,1989.0,47.746,-122.172,251.767,646.047,0
8,762500.0,4,2.5,292.644,555.467,2.0,0.0,0.0,3,9,960.12,0.0,2005,0.0,98052,0.0,10,2005.0,47.708,-122.101,292.644,612.695,0
6,665000.0,6,2.75,263.845,775.368,1.0,0.0,0.0,5,8,432.816,432.816,1961,0.0,98118,0.0,54,1961.0,47.552,-122.266,209.032,775.368,0
3,540000.0,5,1.0,230.399,408.773,1.5,0.0,0.0,3,7,499.872,256.032,1919,0.0,98122,0.0,96,1919.0,47.605,-122.3,180.232,408.773,0
11,375000.0,3,2.5,179.303,574.141,1.0,0.0,0.0,3,7,405.384,182.88,1961,0.0,98155,0.0,54,1961.0,47.748,-122.327,180.232,574.141,0
5,342000.0,3,1.0,117.058,634.156,1.0,0.0,0.0,3,6,219.456,164.592,1944,0.0,98125,0.0,71,1944.0,47.731,-122.303,120.774,634.156,0
3,340000.0,3,1.0,62.245,2185.264,1.0,0.0,0.0,4,6,204.216,0.0,1968,0.0,98024,0.0,47,1968.0,47.533,-121.89,174.658,1883.144,0
3,1250000.0,5,3.25,365.109,1181.633,2.0,0.0,2.0,4,10,774.192,423.672,1974,0.0,98040,0.0,41,1974.0,47.563,-122.213,334.451,1477.994,0
12,693000.0,4,2.5,293.573,1213.592,2.0,0.0,0.0,3,10,963.168,0.0,1999,0.0,98075,0.0,16,1999.0,47.6,-122.021,311.225,1320.43,0
4,638500.0,4,1.75,164.438,1157.757,1.0,0.0,2.0,4,8,539.496,0.0,1962,0.0,98166,0.0,53,1962.0,47.436,-122.338,214.606,1375.893,0
1,805000.0,5,3.0,208.103,1696.873,2.0,0.0,0.0,4,8,682.752,0.0,1963,0.0,98027,0.0,52,1963.0,47.517,-122.029,184.877,1696.873,0
7,250000.0,3,1.0,91.974,748.984,1.0,0.0,0.0,4,7,301.752,0.0,1960,0.0,98198,0.0,55,1960.0,47.415,-122.334,131.922,816.617,0
5,325000.0,3,2.5,146.787,436.458,2.0,0.0,0.0,3,7,481.584,0.0,1998,0.0,98038,0.0,17,1998.0,47.354,-122.025,192.309,436.458,0
4,270000.0,4,1.75,144.929,398.554,2.0,0.0,0.0,3,7,475.488,0.0,1994,0.0,98108,0.0,21,1994.0,47.529,-122.323,116.129,557.418,0
7,880000.0,6,2.5,245.264,341.883,2.0,0.0,0.0,5,8,536.448,268.224,1922,0.0,98126,0.0,93,1922.0,47.577,-122.38,182.09,341.883,0
8,300000.0,2,1.75,196.954,589.934,1.0,0.0,0.0,4,6,438.912,207.264,1924,0.0,98103,0.0,91,1924.0,47.697,-122.356,147.716,589.934,0
12,290000.0,2,1.0,111.484,812.901,1.0,0.0,0.0,3,6,365.76,0.0,1948,0.0,98155,0.0,67,1948.0,47.755,-122.327,102.193,781.128,0
1,259950.0,3,1.0,135.638,541.16,1.0,0.0,0.0,5,5,384.048,60.96,1942,0.0,98056,0.0,73,1942.0,47.496,-122.191,106.838,550.543,0
11,299950.0,3,1.0,146.787,487.741,1.0,0.0,0.0,5,7,481.584,0.0,1954,0.0,98056,0.0,61,1954.0,47.496,-122.168,109.626,551.844,0
4,483000.0,3,2.25,195.096,4046.855,1.0,0.0,0.0,4,8,405.384,234.696,1977,0.0,98077,0.0,38,1977.0,47.751,-122.072,195.096,4046.855,0
6,890000.0,3,2.25,191.38,802.682,1.0,0.0,0.0,4,8,627.888,0.0,1966,0.0,98033,0.0,49,1966.0,47.653,-122.195,188.593,836.127,0
5,719000.0,3,2.5,157.006,418.064,1.5,0.0,1.0,4,8,515.112,0.0,1928,0.0,98116,0.0,87,1928.0,47.584,-122.383,198.812,668.902,0
10,785000.0,4,3.0,313.083,9353.567,1.0,0.0,0.0,5,8,585.216,441.96,1977,0.0,98058,0.0,38,1977.0,47.432,-122.148,226.683,4060.326,0
3,660000.0,3,2.5,216.464,371.147,2.0,0.0,0.0,3,9,710.184,0.0,2006,0.0,98029,0.0,9,2006.0,47.554,-122.001,216.464,347.457,0
6,264000.0,4,1.75,169.083,754.187,1.0,0.0,0.0,4,7,329.184,225.552,1980,0.0,98031,0.0,35,1980.0,47.41,-122.172,168.154,747.869,0
9,575000.0,3,1.75,175.587,1035.032,1.0,0.0,0.0,4,8,576.072,0.0,1968,0.0,98006,0.0,47,1968.0,47.57,-122.163,252.696,1035.311,0
6,1220000.0,4,3.75,354.889,4977.185,1.0,0.0,0.0,3,10,1164.336,0.0,1994,0.0,98072,0.0,21,1994.0,47.734,-122.121,291.715,5018.063,0
8,475000.0,3,2.5,257.341,9186.342,2.0,0.0,0.0,3,9,844.296,0.0,1991,0.0,98022,0.0,24,1991.0,47.257,-121.952,170.012,6960.571,0
11,845800.0,4,3.5,280.567,1184.513,2.0,0.0,0.0,3,10,920.496,0.0,1990,0.0,98033,0.0,25,1990.0,47.652,-122.184,289.857,1333.251,0
6,352500.0,3,1.75,108.697,760.132,1.0,0.0,0.0,3,7,356.616,0.0,1962,0.0,98155,0.0,53,1962.0,47.737,-122.298,149.574,760.225,0
6,347000.0,3,1.0,117.987,780.385,1.0,0.0,0.0,3,7,387.096,0.0,1955,0.0,98011,0.0,60,1955.0,47.76,-122.198,129.135,780.385,0
1,560000.0,4,2.75,181.161,575.255,2.0,0.0,0.0,3,8,594.36,0.0,1992,0.0,98029,0.0,23,1992.0,47.57,-121.999,189.522,505.485,0
5,323000.0,4,2.75,207.174,4653.883,1.0,0.0,2.0,4,7,405.384,274.32,1977,0.0,98092,0.0,38,1977.0,47.258,-122.099,207.174,3787.655,0
3,595000.0,3,1.75,206.245,2051.391,1.5,0.0,0.0,4,7,676.656,0.0,1922,0.0,98166,0.0,93,1922.0,47.469,-122.364,186.735,1148.281,0
2,257500.0,4,2.0,191.38,594.579,1.0,0.0,0.0,3,7,356.616,271.272,1977,0.0,98002,0.0,38,1977.0,47.292,-122.197,175.587,811.601,0
5,450000.0,3,1.0,102.193,427.354,1.0,0.0,0.0,3,7,335.28,0.0,1917,0.0,98116,0.0,98,1917.0,47.569,-122.385,111.484,480.773,0
11,410000.0,4,1.0,105.909,669.645,1.0,0.0,0.0,3,7,274.32,73.152,1970,0.0,98072,0.0,45,1970.0,47.742,-122.173,120.774,742.388,0
6,810000.0,3,1.75,183.948,1254.469,1.0,0.0,2.0,4,9,402.336,201.168,1952,0.0,98008,0.0,63,1952.0,47.587,-122.111,227.612,1011.714,0
5,372500.0,5,3.0,230.399,937.391,1.0,0.0,0.0,3,7,396.24,359.664,2004,0.0,98178,0.0,11,2004.0,47.496,-122.263,212.748,919.74,0
12,325000.0,3,1.0,97.548,843.838,1.0,0.0,0.0,3,7,320.04,0.0,1951,0.0,98155,0.0,64,1951.0,47.753,-122.307,133.78,842.723,0
10,280000.0,3,1.0,117.058,711.637,1.0,0.0,0.0,3,6,384.048,0.0,1947,0.0,98133,0.0,68,1947.0,47.748,-122.35,184.877,730.31,0
7,258000.0,3,2.0,156.077,1856.016,1.0,0.0,0.0,3,6,268.224,243.84,1948,0.0,98198,0.0,67,1948.0,47.392,-122.308,199.741,1076.56,0
8,329950.0,4,1.0,126.348,548.128,1.5,0.0,0.0,4,7,414.528,0.0,1949,0.0,98155,0.0,66,1949.0,47.751,-122.318,97.548,548.128,0
12,836000.0,4,2.5,227.612,1206.531,1.0,0.0,0.0,4,9,618.744,128.016,1980,0.0,98007,0.0,35,1980.0,47.62,-122.15,253.625,1271.378,0
4,365000.0,5,2.5,209.961,654.037,2.0,0.0,0.0,3,8,688.848,0.0,1999,0.0,98038,0.0,16,1999.0,47.352,-122.038,202.529,641.96,0
2,111300.0,2,1.0,98.477,557.418,1.0,0.0,0.0,4,5,323.088,0.0,1908,0.0,98002,0.0,107,1908.0,47.307,-122.223,87.329,557.418,0
4,864000.0,4,2.5,345.599,9833.783,2.0,0.0,0.0,4,10,1133.856,0.0,1984,0.0,98053,0.0,31,1984.0,47.655,-122.029,262.915,8199.247,0
6,725000.0,3,1.75,149.574,800.174,1.0,0.0,0.0,5,7,490.728,0.0,1962,0.0,98033,0.0,53,1962.0,47.653,-122.195,186.735,805.469,0
2,550000.0,4,2.5,311.225,613.624,2.0,0.0,0.0,3,8,813.816,207.264,1990,0.0,98011,0.0,25,1990.0,47.75,-122.181,253.625,553.888,0
4,130000.0,2,1.0,73.393,696.772,1.0,0.0,0.0,3,7,240.792,0.0,1951,0.0,98198,0.0,64,1951.0,47.401,-122.294,144.929,724.086,0
9,765000.0,2,1.75,154.219,371.612,1.0,0.0,0.0,3,7,301.752,204.216,1940,0.0,98112,0.0,75,1940.0,47.639,-122.28,192.309,371.612,0
4,255000.0,3,1.5,131.922,694.914,1.0,0.0,0.0,4,7,432.816,0.0,1963,0.0,98058,0.0,52,1963.0,47.465,-122.184,159.793,715.353,0
9,268000.0,3,1.75,116.129,515.24,1.0,0.0,0.0,4,7,381.0,0.0,1987,0.0,98055,0.0,28,1987.0,47.472,-122.187,152.361,445.098,0
4,985000.0,3,1.75,157.935,792.834,1.0,0.0,0.0,4,7,518.16,0.0,1953,0.0,98004,0.0,62,1953.0,47.628,-122.205,195.096,970.186,0
11,751305.0,4,2.5,247.122,786.796,2.0,0.0,0.0,3,10,810.768,0.0,1994,0.0,98006,0.0,21,1994.0,47.553,-122.12,271.277,993.783,0
4,280000.0,3,1.0,125.419,701.696,1.5,0.0,0.0,3,6,411.48,0.0,1914,0.0,98118,0.0,101,1914.0,47.534,-122.274,128.206,693.985,0
6,304000.0,4,2.0,168.154,812.901,1.0,0.0,0.0,2,7,338.328,213.36,1967,0.0,98058,0.0,48,1967.0,47.431,-122.17,168.154,812.901,0
4,200000.0,4,2.75,205.316,1229.571,2.0,0.0,0.0,3,8,527.304,146.304,1988,0.0,98003,0.0,27,1988.0,47.354,-122.303,162.58,700.674,0
2,325000.0,3,1.5,196.954,3839.216,1.0,0.0,0.0,4,7,432.816,213.36,1973,0.0,98092,0.0,42,1973.0,47.291,-122.055,165.367,3901.926,0
3,736000.0,3,2.25,229.47,1077.954,2.0,0.0,2.0,3,8,469.392,283.464,1988,0.0,98052,0.0,27,1988.0,47.657,-122.123,264.774,1045.159,0
7,426500.0,4,2.5,250.838,605.263,2.0,0.0,0.0,3,9,822.96,0.0,1998,0.0,98058,0.0,17,1998.0,47.436,-122.11,269.419,623.379,0
6,640000.0,2,1.75,163.509,408.773,1.0,0.0,0.0,4,7,268.224,268.224,1930,0.0,98103,0.0,85,1930.0,47.65,-122.34,123.561,388.335,0
5,230000.0,5,2.0,179.303,568.566,1.5,0.0,0.0,3,6,588.264,0.0,1941,1969.0,98146,46.0,74,-28.0,47.507,-122.337,104.98,568.566,1
3,366350.0,4,1.0,156.077,468.51,1.5,0.0,0.0,4,6,512.064,0.0,1911,0.0,98118,0.0,104,1911.0,47.535,-122.273,144.929,535.586,0
1,365000.0,2,1.0,129.135,774.439,1.0,0.0,0.0,4,6,277.368,146.304,1946,0.0,98166,0.0,69,1946.0,47.465,-122.361,149.574,729.01,0
2,482000.0,4,2.25,208.103,773.139,2.0,0.0,0.0,3,8,682.752,0.0,1979,0.0,98034,0.0,36,1979.0,47.728,-122.206,208.103,599.039,0
5,345000.0,4,1.0,183.948,742.388,1.5,0.0,0.0,3,7,603.504,0.0,1962,0.0,98058,0.0,53,1962.0,47.46,-122.17,160.722,715.353,0
5,682000.0,3,1.75,170.012,475.663,1.5,0.0,2.0,5,8,557.784,0.0,1903,0.0,98122,0.0,112,1903.0,47.605,-122.311,196.954,475.663,0
8,657500.0,3,1.75,91.045,557.604,1.0,0.0,0.0,4,6,298.704,0.0,1942,0.0,98033,0.0,73,1942.0,47.664,-122.203,106.838,562.435,0
4,895000.0,6,2.5,329.806,606.935,2.0,0.0,0.0,3,8,1082.04,0.0,1925,0.0,98144,0.0,90,1925.0,47.572,-122.284,291.715,579.157,0
4,425000.0,3,1.5,154.219,526.295,1.0,0.0,0.0,5,7,280.416,225.552,1918,0.0,98118,0.0,97,1918.0,47.539,-122.274,142.142,526.295,0
8,532500.0,4,2.5,231.328,812.901,2.0,0.0,0.0,3,8,621.792,137.16,1976,0.0,98008,0.0,39,1976.0,47.593,-122.116,196.954,951.327,0
10,540000.0,4,2.5,216.371,876.633,2.0,0.0,0.0,3,9,709.879,0.0,1995,0.0,98011,0.0,20,1995.0,47.737,-122.204,247.122,952.442,0
7,578000.0,3,2.25,166.296,890.011,2.0,0.0,0.0,3,8,545.592,0.0,1984,0.0,98006,0.0,31,1984.0,47.554,-122.162,191.38,928.565,0
9,322500.0,3,1.0,107.767,905.804,1.0,0.0,0.0,3,7,353.568,0.0,1968,0.0,98077,0.0,47,1968.0,47.743,-122.072,107.767,981.52,0
1,140000.0,3,1.0,92.903,981.056,1.0,0.0,0.0,3,7,304.8,0.0,1955,0.0,98003,0.0,60,1955.0,47.322,-122.317,110.555,870.966,0
9,485000.0,3,2.5,235.974,4815.72,1.0,0.0,0.0,4,8,554.736,219.456,1976,0.0,98042,0.0,39,1976.0,47.389,-122.088,153.29,4815.72,0
8,575000.0,2,1.5,162.58,1831.025,1.5,0.0,0.0,4,8,438.912,94.488,1978,0.0,98010,0.0,37,1978.0,47.335,-122.044,181.161,1957.931,0
6,421000.0,3,2.5,268.49,2023.427,2.0,0.0,0.0,3,8,880.872,0.0,2000,0.0,98188,0.0,15,2000.0,47.433,-122.286,196.954,754.094,0
3,355000.0,4,2.0,173.729,324.882,1.0,0.0,0.0,3,7,365.76,204.216,1954,0.0,98106,0.0,61,1954.0,47.531,-122.347,117.987,324.882,0
3,515000.0,4,2.25,204.387,647.255,2.0,0.0,0.0,3,8,670.56,0.0,1986,0.0,98011,0.0,29,1986.0,47.736,-122.202,183.019,691.105,0
4,309000.0,3,1.0,120.774,668.902,1.0,0.0,0.0,4,7,396.24,0.0,1952,0.0,98146,0.0,63,1952.0,47.506,-122.369,161.651,659.611,0
2,815000.0,5,2.25,316.799,3301.401,2.0,0.0,0.0,3,10,771.144,268.224,1974,0.0,98005,0.0,41,1974.0,47.65,-122.155,291.715,4036.914,0
11,285000.0,3,1.0,107.767,731.611,1.0,0.0,0.0,3,7,353.568,0.0,1953,0.0,98125,0.0,62,1953.0,47.724,-122.323,148.645,731.611,0
11,700000.0,3,1.75,195.096,464.515,1.5,0.0,0.0,3,8,640.08,0.0,1916,0.0,98117,0.0,99,1916.0,47.678,-122.36,170.012,390.193,0
3,289000.0,3,2.5,138.425,801.567,2.0,0.0,0.0,3,7,454.152,0.0,1994,0.0,98038,0.0,21,1994.0,47.364,-122.041,152.361,790.976,0
12,458000.0,4,3.0,304.722,5827.434,1.5,0.0,0.0,3,7,999.744,0.0,1979,0.0,98077,0.0,36,1979.0,47.751,-122.056,298.219,6839.147,0
8,230000.0,3,1.75,134.709,778.341,1.0,0.0,0.0,4,8,441.96,0.0,1978,0.0,98023,0.0,37,1978.0,47.309,-122.385,172.8,789.304,0
8,432500.0,3,2.5,179.303,661.469,1.0,0.0,0.0,4,7,432.816,155.448,1961,0.0,98133,0.0,54,1961.0,47.772,-122.34,148.645,775.926,0
7,288000.0,3,1.75,154.219,969.907,1.0,0.0,0.0,3,7,316.992,188.976,1978,0.0,98045,0.0,37,1978.0,47.445,-121.77,115.2,964.333,0
8,354000.0,3,1.75,117.058,1145.494,1.0,0.0,0.0,3,7,384.048,0.0,1968,0.0,98072,0.0,47,1968.0,47.741,-122.095,122.632,1189.158,0
6,119500.0,3,1.0,108.697,1021.933,1.0,0.0,0.0,2,6,356.616,0.0,1980,0.0,98019,0.0,35,1980.0,47.735,-121.983,147.716,1012.085,0
11,805000.0,4,3.0,311.225,2209.326,1.0,0.0,0.0,4,9,615.696,405.384,1979,0.0,98006,0.0,36,1979.0,47.56,-122.132,266.632,1118.181,0
6,435000.0,3,2.5,131.922,239.783,3.0,0.0,0.0,3,7,432.816,0.0,2004,0.0,98133,0.0,11,2004.0,47.703,-122.357,131.922,233.094,0
9,260000.0,3,1.75,201.6,930.702,1.0,0.0,0.0,4,7,496.824,164.592,1978,0.0,98001,0.0,37,1978.0,47.309,-122.264,190.358,1417.978,0
4,377000.0,4,1.75,167.225,778.992,1.0,0.0,0.0,5,6,274.32,274.32,1950,0.0,98133,0.0,65,1950.0,47.774,-122.338,164.438,778.992,0
3,602000.0,4,2.5,185.806,685.253,2.0,0.0,0.0,3,8,609.6,0.0,1990,0.0,98029,0.0,25,1990.0,47.572,-121.999,181.161,484.768,0
10,530000.0,3,1.75,154.219,445.934,1.0,0.0,0.0,3,7,292.608,213.36,1941,0.0,98116,0.0,74,1941.0,47.573,-122.412,140.284,445.934,0
3,525000.0,4,2.0,143.071,347.457,1.0,0.0,0.0,4,7,234.696,234.696,1946,0.0,98117,0.0,69,1946.0,47.689,-122.375,101.264,471.947,0
11,250000.0,2,1.5,107.767,100.893,2.0,0.0,0.0,3,7,271.272,82.296,2006,0.0,98155,0.0,9,2006.0,47.768,-122.315,107.767,100.893,0
5,681000.0,3,1.0,157.935,590.491,1.5,0.0,0.0,3,7,518.16,0.0,1907,0.0,98118,0.0,108,1907.0,47.568,-122.281,193.238,557.418,0
9,625000.0,3,1.75,146.787,1912.687,1.0,0.0,0.0,3,8,481.584,0.0,1970,0.0,98125,0.0,45,1970.0,47.706,-122.29,193.238,724.643,0
5,448500.0,3,2.5,193.238,364.18,2.0,0.0,0.0,3,8,633.984,0.0,2010,0.0,98118,0.0,5,2010.0,47.541,-122.286,196.025,344.67,0
10,260000.0,3,2.0,95.69,674.476,1.0,0.0,0.0,3,6,313.944,0.0,1947,0.0,98146,0.0,68,1947.0,47.511,-122.347,128.206,752.514,0
10,538000.0,3,1.75,164.438,747.869,1.0,0.0,0.0,4,7,310.896,228.6,1963,0.0,98008,0.0,52,1963.0,47.586,-122.118,185.806,731.611,0
5,385500.0,3,2.0,143.071,738.3,1.0,0.0,0.0,3,7,341.376,128.016,1961,0.0,98011,0.0,54,1961.0,47.76,-122.217,177.445,738.579,0
9,428400.0,4,2.5,246.193,557.418,2.0,0.0,0.0,3,9,807.72,0.0,2000,0.0,98038,0.0,15,2000.0,47.377,-122.028,244.335,592.814,0
7,346290.0,4,2.75,249.909,858.424,2.0,0.0,0.0,3,8,819.912,0.0,1998,0.0,98022,0.0,17,1998.0,47.19,-122.014,245.264,858.424,0
8,355000.0,4,2.5,222.038,629.418,2.0,0.0,0.0,3,7,728.472,0.0,2003,0.0,98056,0.0,12,2003.0,47.481,-122.182,237.832,589.562,0
4,650000.0,5,2.75,239.69,730.682,1.0,0.0,0.0,4,8,451.104,335.28,1964,0.0,98007,0.0,51,1964.0,47.621,-122.139,198.812,780.385,0
7,340000.0,4,2.5,200.67,506.786,2.0,0.0,0.0,3,7,658.368,0.0,2003,0.0,98056,0.0,12,2003.0,47.48,-122.183,200.67,488.391,0
2,630000.0,4,2.0,185.806,464.515,1.5,0.0,0.0,5,7,609.6,0.0,1925,0.0,98144,0.0,90,1925.0,47.579,-122.293,204.387,464.515,0
11,227000.0,3,1.0,118.916,668.716,1.0,0.0,0.0,5,6,390.144,0.0,1916,1983.0,98022,32.0,99,-67.0,47.209,-121.996,117.058,668.716,1
7,600000.0,4,2.75,261.057,1641.968,1.0,0.0,0.0,4,8,499.872,356.616,1978,0.0,98052,0.0,37,1978.0,47.674,-122.144,222.967,1044.23,0
2,540400.0,4,1.75,156.077,627.838,1.0,0.0,0.0,3,8,512.064,0.0,1974,0.0,98008,0.0,41,1974.0,47.641,-122.113,177.445,650.321,0
10,569000.0,3,2.5,199.741,748.798,2.0,0.0,0.0,3,8,655.32,0.0,1995,0.0,98033,0.0,20,1995.0,47.695,-122.188,199.741,666.3,0
7,735000.0,3,2.5,261.986,757.996,2.0,0.0,0.0,3,9,859.536,0.0,2004,0.0,98029,0.0,11,2004.0,47.553,-121.992,270.348,464.515,0
12,434000.0,3,2.25,162.58,868.922,1.0,0.0,0.0,3,7,368.808,164.592,1987,0.0,98034,0.0,28,1987.0,47.73,-122.225,179.303,793.856,0
3,578888.0,2,2.0,98.477,371.612,1.0,0.0,0.0,2,7,304.8,18.288,1914,0.0,98103,0.0,101,1914.0,47.663,-122.337,121.703,371.612,0
5,465425.0,4,2.75,225.754,1924.95,1.0,0.0,0.0,3,7,740.664,0.0,1967,0.0,98072,0.0,48,1967.0,47.775,-122.139,239.69,2503.736,0
4,280500.0,4,2.75,247.122,720.37,1.5,0.0,0.0,3,8,484.632,326.136,1986,0.0,98023,0.0,29,1986.0,47.308,-122.337,209.032,720.37,0
2,539950.0,2,2.0,155.148,325.811,1.0,0.0,0.0,3,9,509.016,0.0,2007,0.0,98029,0.0,8,2007.0,47.554,-122.003,216.464,361.3,0
9,406430.0,3,2.0,128.206,1433.122,1.0,0.0,0.0,4,7,420.624,0.0,1968,0.0,98075,0.0,47,1968.0,47.595,-122.036,128.206,1433.122,0
11,250000.0,3,2.5,166.296,575.162,2.0,0.0,0.0,3,8,545.592,0.0,1992,0.0,98031,0.0,23,1992.0,47.41,-122.195,166.296,627.838,0
5,266000.0,3,2.5,180.232,794.042,1.0,0.0,0.0,3,7,445.008,146.304,1989,0.0,98030,0.0,26,1989.0,47.349,-122.177,162.58,724.922,0
7,258000.0,3,2.0,129.135,668.902,1.0,0.0,0.0,3,7,423.672,0.0,1996,0.0,98058,0.0,19,1996.0,47.434,-122.154,151.432,681.908,0
12,472000.0,3,2.0,204.387,2033.647,1.0,0.0,2.0,3,8,365.76,304.8,1961,0.0,98155,0.0,54,1961.0,47.758,-122.271,241.548,1408.595,0
8,530000.0,3,2.25,117.429,142.699,2.0,0.0,0.0,3,8,385.267,0.0,2003,0.0,98105,0.0,12,2003.0,47.669,-122.279,117.429,192.031,0
7,302282.0,2,1.0,101.729,475.663,1.5,0.0,0.0,3,7,333.756,0.0,1901,0.0,98122,0.0,114,1901.0,47.606,-122.313,121.703,475.663,0
3,370000.0,2,1.0,78.968,577.206,1.0,0.0,0.0,3,6,228.6,30.48,1916,0.0,98136,0.0,99,1916.0,47.528,-122.384,174.658,510.966,0
10,625000.0,4,2.0,163.509,493.036,1.5,0.0,0.0,4,7,356.616,179.832,1948,0.0,98105,0.0,67,1948.0,47.671,-122.28,171.871,613.16,0
4,142500.0,1,1.0,64.103,634.063,1.0,0.0,0.0,4,5,210.312,0.0,1917,0.0,98002,0.0,98,1917.0,47.311,-122.225,123.561,499.911,0
1,334000.0,3,1.75,130.064,687.947,1.0,0.0,0.0,3,7,426.72,0.0,1961,0.0,98133,0.0,54,1961.0,47.757,-122.334,169.083,691.198,0
7,362000.0,5,3.0,168.154,278.709,2.0,0.0,0.0,3,7,551.688,0.0,1998,0.0,98118,0.0,17,1998.0,47.562,-122.291,155.148,278.709,0
4,181000.0,2,1.0,121.703,371.612,1.0,0.0,0.0,3,7,289.56,109.728,1942,0.0,98144,0.0,73,1942.0,47.58,-122.306,121.703,371.612,0
12,241500.0,3,1.0,130.064,968.514,1.0,0.0,0.0,4,7,426.72,0.0,1968,0.0,98003,0.0,47,1968.0,47.274,-122.301,133.78,968.514,0
2,245000.0,3,1.75,218.322,1181.726,1.0,0.0,0.0,4,7,359.664,356.616,1964,0.0,98030,0.0,51,1964.0,47.359,-122.175,156.077,966.191,0
5,227500.0,3,1.0,106.838,822.006,1.0,0.0,0.0,3,7,350.52,0.0,1968,0.0,98042,0.0,47,1968.0,47.363,-122.111,113.342,889.639,0
10,158550.0,5,1.5,158.864,752.514,1.5,0.0,0.0,4,7,521.208,0.0,1961,0.0,98032,0.0,54,1961.0,47.384,-122.288,137.496,745.547,0
9,450000.0,3,2.25,154.219,951.977,1.0,0.0,0.0,5,7,344.424,161.544,1968,0.0,98034,0.0,47,1968.0,47.726,-122.222,156.077,709.5,0
2,485000.0,3,1.75,181.161,936.462,1.0,0.0,0.0,4,7,594.36,0.0,1967,0.0,98034,0.0,48,1967.0,47.728,-122.186,217.393,817.546,0
11,353000.0,4,1.75,165.367,909.892,1.0,0.0,0.0,3,7,542.544,0.0,1967,0.0,98077,0.0,48,1967.0,47.742,-122.073,107.767,905.804,0
4,500000.0,4,3.0,227.612,433.671,2.0,0.0,0.0,3,8,746.76,0.0,2004,0.0,98028,0.0,11,2004.0,47.772,-122.235,228.541,454.76,0
9,360000.0,1,2.25,191.38,984.772,1.5,0.0,0.0,3,7,475.488,152.4,1927,1983.0,98003,32.0,88,-56.0,47.329,-122.304,191.38,1103.688,1
2,357500.0,3,1.5,143.071,1101.644,1.0,0.0,0.0,4,7,469.392,0.0,1966,0.0,98059,0.0,49,1966.0,47.476,-122.157,144.0,1065.876,0
5,272000.0,3,2.5,153.29,1283.548,2.0,0.0,0.0,3,7,502.92,0.0,1998,0.0,98014,0.0,17,1998.0,47.655,-121.912,153.29,1406.923,0
4,422000.0,3,1.0,107.767,729.66,1.0,0.0,0.0,3,7,353.568,0.0,1960,0.0,98125,0.0,55,1960.0,47.73,-122.308,120.774,772.674,0
9,365000.0,2,2.0,133.78,1393.545,1.0,0.0,0.0,3,7,438.912,0.0,1985,0.0,98072,0.0,30,1985.0,47.765,-122.159,165.367,1393.545,0
8,450000.0,3,1.75,199.741,1281.039,1.0,0.0,0.0,4,8,490.728,164.592,1966,0.0,98155,0.0,49,1966.0,47.759,-122.295,199.741,1438.138,0
9,275053.0,2,1.0,98.477,604.241,1.0,0.0,0.0,3,6,323.088,0.0,1950,0.0,98155,0.0,65,1950.0,47.741,-122.327,102.193,668.902,0
3,725000.0,3,1.75,151.432,836.127,1.0,0.0,0.0,3,7,292.608,204.216,1955,0.0,98004,0.0,60,1955.0,47.602,-122.205,174.658,836.127,0
6,235000.0,3,1.75,170.942,900.88,1.0,0.0,0.0,4,7,457.2,103.632,1985,0.0,98030,0.0,30,1985.0,47.376,-122.179,132.851,750.563,0
12,510000.0,2,1.0,76.18,390.75,1.0,0.0,0.0,3,5,249.936,0.0,1949,0.0,98125,0.0,66,1949.0,47.708,-122.284,168.154,668.902,0
4,489950.0,2,1.0,76.18,390.75,1.0,0.0,0.0,3,5,249.936,0.0,1949,0.0,98125,0.0,66,1949.0,47.708,-122.284,168.154,668.902,0
7,463000.0,3,2.5,186.735,389.728,2.0,0.0,0.0,3,8,612.648,0.0,1998,0.0,98034,0.0,17,1998.0,47.732,-122.197,186.735,536.886,0
6,536000.0,4,2.25,184.877,552.587,2.0,0.0,0.0,3,8,606.552,0.0,1991,0.0,98029,0.0,24,1991.0,47.571,-121.995,199.741,600.06,0
